ID,Prob1
19769, 0.33
19770, 0.29
19771, 0.16
19772, 0.60
19773, 0.41
19774, 0.49
19775, 0.29
19776, 0.60
19777, 0.26
19778, 0.33
19779, 0.22
19780, 0.16
19781, 0.33
19782, 0.21
19783, 0.38
19784, 0.38
19785, 0.40
19786, 0.26
19787, 0.38
19788, 0.21
19789, 0.31
19790, 0.33
19791, 0.71
19792, 0.16
19793, 0.22
19794, 0.21
19795, 0.71
19796, 0.09
19797, 0.25
19798, 0.51
19799, 0.26
19800, 0.16
19801, 0.21
19802, 0.23
19803, 0.21
19804, 0.80
19805, 0.16
19806, 0.47
19807, 0.29
19808, 0.16
19809, 0.16
19810, 0.29
19811, 0.38
19812, 0.26
19813, 0.59
19814, 0.77
19815, 0.60
19816, 0.60
19817, 0.66
19818, 0.21
19819, 0.34
19820, 0.25
19821, 0.08
19822, 0.31
19823, 0.16
19824, 0.29
19825, 0.32
19826, 0.59
19827, 0.41
19828, 0.32
19829, 0.26
19830, 0.59
19831, 0.59
19832, 0.29
19833, 0.71
19834, 0.21
19835, 0.59
19836, 0.25
19837, 0.29
19838, 0.38
19839, 0.27
19840, 0.21
19841, 0.29
19842, 0.21
19843, 0.22
19844, 0.28
19845, 0.21
19846, 0.38
19847, 0.29
19848, 0.61
19849, 0.60
19850, 0.21
19851, 0.34
19852, 0.26
19853, 0.31
19854, 0.25
19855, 0.32
19856, 0.21
19857, 0.49
19858, 0.27
19859, 0.26
19860, 0.22
19861, 0.49
19862, 0.26
19863, 0.39
19864, 0.25
19865, 0.25
19866, 0.47
19867, 0.29
19868, 0.26
19869, 0.16
19870, 0.25
19871, 0.77
19872, 0.49
19873, 0.39
19874, 0.22
19875, 0.45
19876, 0.16
19877, 0.34
19878, 0.34
19879, 0.39
19880, 0.80
19881, 0.41
19882, 0.27
19883, 0.62
19884, 0.33
19885, 0.66
19886, 0.21
19887, 0.34
19888, 0.29
19889, 0.45
19890, 0.80
19891, 0.29
19892, 0.27
19893, 0.16
19894, 0.16
19895, 0.21
19896, 0.16
19897, 0.21
19898, 0.39
19899, 0.29
19900, 0.49
19901, 0.09
19902, 0.27
19903, 0.59
19904, 0.21
19905, 0.38
19906, 0.16
19907, 0.47
19908, 0.43
19909, 0.22
19910, 0.25
19911, 0.51
19912, 0.29
19913, 0.34
19914, 0.26
19915, 0.27
19916, 0.39
19917, 0.21
19918, 0.41
19919, 0.25
19920, 0.57
19921, 0.25
19922, 0.59
19923, 0.49
19924, 0.39
19925, 0.38
19926, 0.59
19927, 0.51
19928, 0.41
19929, 0.28
19930, 0.29
19931, 0.21
19932, 0.38
19933, 0.16
19934, 0.21
19935, 0.25
19936, 0.49
19937, 0.29
19938, 0.38
19939, 0.26
19940, 0.38
19941, 0.29
19942, 0.29
19943, 0.38
19944, 0.21
19945, 0.64
19946, 0.31
19947, 0.29
19948, 0.71
19949, 0.26
19950, 0.42
19951, 0.22
19952, 0.45
19953, 0.16
19954, 0.31
19955, 0.57
19956, 0.26
19957, 0.47
19958, 0.29
19959, 0.27
19960, 0.29
19961, 0.25
19962, 0.38
19963, 0.09
19964, 0.38
19965, 0.21
19966, 0.25
19967, 0.29
19968, 0.26
19969, 0.38
19970, 0.27
19971, 0.17
19972, 0.29
19973, 0.27
19974, 0.31
19975, 0.72
19976, 0.21
19977, 0.29
19978, 0.22
19979, 0.62
19980, 0.28
19981, 0.31
19982, 0.71
19983, 0.21
19984, 0.36
19985, 0.16
19986, 0.26
19987, 0.31
19988, 0.29
19989, 0.36
19990, 0.38
19991, 0.75
19992, 0.49
19993, 0.80
19994, 0.21
19995, 0.39
19996, 0.17
19997, 0.38
19998, 0.27
19999, 0.76
20000, 0.31
20001, 0.49
20002, 0.21
20003, 0.21
20004, 0.45
20005, 0.21
20006, 0.22
20007, 0.16
20008, 0.38
20009, 0.34
20010, 0.29
20011, 0.33
20012, 0.27
20013, 0.16
20014, 0.41
20015, 0.33
20016, 0.34
20017, 0.22
20018, 0.44
20019, 0.16
20020, 0.71
20021, 0.21
20022, 0.49
20023, 0.21
20024, 0.64
20025, 0.22
20026, 0.49
20027, 0.21
20028, 0.34
20029, 0.58
20030, 0.26
20031, 0.34
20032, 0.29
20033, 0.16
20034, 0.21
20035, 0.38
20036, 0.28
20037, 0.45
20038, 0.64
20039, 0.36
20040, 0.21
20041, 0.32
20042, 0.09
20043, 0.38
20044, 0.38
20045, 0.16
20046, 0.16
20047, 0.31
20048, 0.26
20049, 0.26
20050, 0.16
20051, 0.26
20052, 0.38
20053, 0.31
20054, 0.34
20055, 0.16
20056, 0.25
20057, 0.27
20058, 0.40
20059, 0.29
20060, 0.51
20061, 0.57
20062, 0.60
20063, 0.80
20064, 0.38
20065, 0.21
20066, 0.60
20067, 0.28
20068, 0.26
20069, 0.80
20070, 0.22
20071, 0.25
20072, 0.26
20073, 0.39
20074, 0.38
20075, 0.21
20076, 0.42
20077, 0.21
20078, 0.35
20079, 0.22
20080, 0.80
20081, 0.31
20082, 0.27
20083, 0.21
20084, 0.72
20085, 0.31
20086, 0.16
20087, 0.47
20088, 0.26
20089, 0.25
20090, 0.59
20091, 0.25
20092, 0.21
20093, 0.34
20094, 0.29
20095, 0.16
20096, 0.49
20097, 0.22
20098, 0.72
20099, 0.33
20100, 0.38
20101, 0.28
20102, 0.29
20103, 0.45
20104, 0.28
20105, 0.25
20106, 0.38
20107, 0.38
20108, 0.34
20109, 0.16
20110, 0.16
20111, 0.27
20112, 0.21
20113, 0.71
20114, 0.59
20115, 0.09
20116, 0.28
20117, 0.29
20118, 0.27
20119, 0.16
20120, 0.45
20121, 0.71
20122, 0.38
20123, 0.21
20124, 0.72
20125, 0.21
20126, 0.27
20127, 0.38
20128, 0.27
20129, 0.27
20130, 0.45
20131, 0.27
20132, 0.29
20133, 0.29
20134, 0.39
20135, 0.59
20136, 0.20
20137, 0.29
20138, 0.66
20139, 0.66
20140, 0.23
20141, 0.29
20142, 0.26
20143, 0.76
20144, 0.45
20145, 0.21
20146, 0.21
20147, 0.28
20148, 0.29
20149, 0.59
20150, 0.38
20151, 0.36
20152, 0.35
20153, 0.49
20154, 0.71
20155, 0.34
20156, 0.59
20157, 0.22
20158, 0.45
20159, 0.34
20160, 0.26
20161, 0.32
20162, 0.21
20163, 0.46
20164, 0.22
20165, 0.09
20166, 0.36
20167, 0.49
20168, 0.80
20169, 0.29
20170, 0.29
20171, 0.59
20172, 0.21
20173, 0.39
20174, 0.80
20175, 0.40
20176, 0.22
20177, 0.25
20178, 0.21
20179, 0.29
20180, 0.41
20181, 0.29
20182, 0.08
20183, 0.36
20184, 0.16
20185, 0.31
20186, 0.57
20187, 0.25
20188, 0.26
20189, 0.31
20190, 0.35
20191, 0.59
20192, 0.09
20193, 0.59
20194, 0.45
20195, 0.25
20196, 0.16
20197, 0.26
20198, 0.29
20199, 0.16
20200, 0.66
20201, 0.29
20202, 0.38
20203, 0.16
20204, 0.27
20205, 0.22
20206, 0.22
20207, 0.29
20208, 0.32
20209, 0.26
20210, 0.59
20211, 0.34
20212, 0.21
20213, 0.42
20214, 0.20
20215, 0.25
20216, 0.16
20217, 0.21
20218, 0.47
20219, 0.21
20220, 0.16
20221, 0.31
20222, 0.21
20223, 0.38
20224, 0.38
20225, 0.26
20226, 0.25
20227, 0.25
20228, 0.28
20229, 0.26
20230, 0.66
20231, 0.47
20232, 0.31
20233, 0.80
20234, 0.26
20235, 0.47
20236, 0.27
20237, 0.16
20238, 0.27
20239, 0.34
20240, 0.21
20241, 0.59
20242, 0.25
20243, 0.28
20244, 0.29
20245, 0.33
20246, 0.29
20247, 0.59
20248, 0.59
20249, 0.29
20250, 0.59
20251, 0.45
20252, 0.16
20253, 0.40
20254, 0.22
20255, 0.34
20256, 0.31
20257, 0.21
20258, 0.58
20259, 0.31
20260, 0.33
20261, 0.27
20262, 0.29
20263, 0.22
20264, 0.22
20265, 0.34
20266, 0.29
20267, 0.16
20268, 0.38
20269, 0.09
20270, 0.31
20271, 0.40
20272, 0.22
20273, 0.26
20274, 0.33
20275, 0.47
20276, 0.38
20277, 0.21
20278, 0.71
20279, 0.57
20280, 0.29
20281, 0.42
20282, 0.16
20283, 0.36
20284, 0.49
20285, 0.32
20286, 0.34
20287, 0.39
20288, 0.27
20289, 0.25
20290, 0.16
20291, 0.21
20292, 0.33
20293, 0.38
20294, 0.38
20295, 0.31
20296, 0.28
20297, 0.16
20298, 0.29
20299, 0.29
20300, 0.26
20301, 0.49
20302, 0.28
20303, 0.45
20304, 0.26
20305, 0.49
20306, 0.26
20307, 0.16
20308, 0.33
20309, 0.16
20310, 0.26
20311, 0.16
20312, 0.16
20313, 0.55
20314, 0.71
20315, 0.29
20316, 0.21
20317, 0.21
20318, 0.40
20319, 0.66
20320, 0.45
20321, 0.29
20322, 0.29
20323, 0.32
20324, 0.16
20325, 0.21
20326, 0.59
20327, 0.29
20328, 0.21
20329, 0.26
20330, 0.34
20331, 0.22
20332, 0.43
20333, 0.33
20334, 0.45
20335, 0.16
20336, 0.40
20337, 0.21
20338, 0.17
20339, 0.71
20340, 0.10
20341, 0.21
20342, 0.29
20343, 0.45
20344, 0.21
20345, 0.64
20346, 0.27
20347, 0.36
20348, 0.29
20349, 0.49
20350, 0.28
20351, 0.29
20352, 0.29
20353, 0.59
20354, 0.22
20355, 0.42
20356, 0.38
20357, 0.58
20358, 0.16
20359, 0.49
20360, 0.38
20361, 0.31
20362, 0.59
20363, 0.29
20364, 0.29
20365, 0.36
20366, 0.80
20367, 0.21
20368, 0.29
20369, 0.06
20370, 0.34
20371, 0.38
20372, 0.35
20373, 0.26
20374, 0.27
20375, 0.80
20376, 0.47
20377, 0.21
20378, 0.34
20379, 0.35
20380, 0.26
20381, 0.32
20382, 0.26
20383, 0.27
20384, 0.29
20385, 0.49
20386, 0.22
20387, 0.80
20388, 0.23
20389, 0.71
20390, 0.80
20391, 0.80
20392, 0.22
20393, 0.58
20394, 0.25
20395, 0.25
20396, 0.22
20397, 0.29
20398, 0.38
20399, 0.76
20400, 0.38
20401, 0.22
20402, 0.59
20403, 0.21
20404, 0.38
20405, 0.26
20406, 0.51
20407, 0.31
20408, 0.38
20409, 0.36
20410, 0.71
20411, 0.29
20412, 0.40
20413, 0.36
20414, 0.38
20415, 0.38
20416, 0.47
20417, 0.33
20418, 0.53
20419, 0.40
20420, 0.32
20421, 0.28
20422, 0.22
20423, 0.71
20424, 0.62
20425, 0.49
20426, 0.21
20427, 0.38
20428, 0.39
20429, 0.46
20430, 0.31
20431, 0.34
20432, 0.21
20433, 0.16
20434, 0.25
20435, 0.08
20436, 0.80
20437, 0.47
20438, 0.16
20439, 0.29
20440, 0.21
20441, 0.40
20442, 0.21
20443, 0.26
20444, 0.39
20445, 0.38
20446, 0.29
20447, 0.66
20448, 0.38
20449, 0.21
20450, 0.31
20451, 0.21
20452, 0.07
20453, 0.45
20454, 0.16
20455, 0.16
20456, 0.33
20457, 0.28
20458, 0.27
20459, 0.41
20460, 0.45
20461, 0.66
20462, 0.60
20463, 0.80
20464, 0.31
20465, 0.59
20466, 0.29
20467, 0.33
20468, 0.59
20469, 0.29
20470, 0.71
20471, 0.27
20472, 0.31
20473, 0.26
20474, 0.31
20475, 0.21
20476, 0.51
20477, 0.26
20478, 0.22
20479, 0.34
20480, 0.22
20481, 0.32
20482, 0.31
20483, 0.21
20484, 0.21
20485, 0.34
20486, 0.31
20487, 0.44
20488, 0.39
20489, 0.16
20490, 0.34
20491, 0.32
20492, 0.31
20493, 0.49
20494, 0.45
20495, 0.33
20496, 0.26
20497, 0.21
20498, 0.25
20499, 0.22
20500, 0.21
20501, 0.33
20502, 0.28
20503, 0.25
20504, 0.25
20505, 0.16
20506, 0.29
20507, 0.31
20508, 0.22
20509, 0.27
20510, 0.29
20511, 0.49
20512, 0.29
20513, 0.26
20514, 0.29
20515, 0.72
20516, 0.39
20517, 0.34
20518, 0.20
20519, 0.16
20520, 0.16
20521, 0.71
20522, 0.21
20523, 0.38
20524, 0.21
20525, 0.21
20526, 0.26
20527, 0.29
20528, 0.45
20529, 0.16
20530, 0.27
20531, 0.16
20532, 0.21
20533, 0.71
20534, 0.59
20535, 0.25
20536, 0.32
20537, 0.16
20538, 0.29
20539, 0.16
20540, 0.25
20541, 0.21
20542, 0.59
20543, 0.29
20544, 0.76
20545, 0.29
20546, 0.29
20547, 0.38
20548, 0.44
20549, 0.38
20550, 0.26
20551, 0.80
20552, 0.21
20553, 0.27
20554, 0.31
20555, 0.33
20556, 0.59
20557, 0.36
20558, 0.60
20559, 0.29
20560, 0.33
20561, 0.29
20562, 0.31
20563, 0.26
20564, 0.22
20565, 0.49
20566, 0.28
20567, 0.38
20568, 0.21
20569, 0.21
20570, 0.27
20571, 0.21
20572, 0.26
20573, 0.21
20574, 0.38
20575, 0.21
20576, 0.25
20577, 0.33
20578, 0.47
20579, 0.31
20580, 0.46
20581, 0.58
20582, 0.26
20583, 0.26
20584, 0.57
20585, 0.29
20586, 0.38
20587, 0.16
20588, 0.25
20589, 0.66
20590, 0.25
20591, 0.16
20592, 0.16
20593, 0.38
20594, 0.25
20595, 0.38
20596, 0.42
20597, 0.29
20598, 0.59
20599, 0.71
20600, 0.34
20601, 0.21
20602, 0.21
20603, 0.26
20604, 0.29
20605, 0.33
20606, 0.66
20607, 0.32
20608, 0.16
20609, 0.72
20610, 0.38
20611, 0.59
20612, 0.22
20613, 0.29
20614, 0.45
20615, 0.27
20616, 0.38
20617, 0.16
20618, 0.58
20619, 0.49
20620, 0.59
20621, 0.21
20622, 0.31
20623, 0.12
20624, 0.38
20625, 0.33
20626, 0.21
20627, 0.16
20628, 0.60
20629, 0.32
20630, 0.27
20631, 0.09
20632, 0.21
20633, 0.25
20634, 0.32
20635, 0.51
20636, 0.22
20637, 0.25
20638, 0.38
20639, 0.16
20640, 0.57
20641, 0.42
20642, 0.38
20643, 0.33
20644, 0.29
20645, 0.40
20646, 0.47
20647, 0.32
20648, 0.71
20649, 0.55
20650, 0.25
20651, 0.31
20652, 0.29
20653, 0.71
20654, 0.31
20655, 0.26
20656, 0.29
20657, 0.25
20658, 0.07
20659, 0.09
20660, 0.21
20661, 0.26
20662, 0.25
20663, 0.59
20664, 0.21
20665, 0.39
20666, 0.39
20667, 0.21
20668, 0.32
20669, 0.29
20670, 0.38
20671, 0.45
20672, 0.71
20673, 0.49
20674, 0.25
20675, 0.21
20676, 0.20
20677, 0.46
20678, 0.39
20679, 0.21
20680, 0.26
20681, 0.57
20682, 0.71
20683, 0.26
20684, 0.29
20685, 0.32
20686, 0.28
20687, 0.25
20688, 0.29
20689, 0.25
20690, 0.25
20691, 0.21
20692, 0.27
20693, 0.16
20694, 0.25
20695, 0.72
20696, 0.21
20697, 0.09
20698, 0.28
20699, 0.34
20700, 0.31
20701, 0.31
20702, 0.22
20703, 0.26
20704, 0.39
20705, 0.59
20706, 0.29
20707, 0.49
20708, 0.29
20709, 0.29
20710, 0.21
20711, 0.62
20712, 0.27
20713, 0.59
20714, 0.38
20715, 0.26
20716, 0.21
20717, 0.27
20718, 0.29
20719, 0.26
20720, 0.49
20721, 0.25
20722, 0.08
20723, 0.31
20724, 0.29
20725, 0.33
20726, 0.38
20727, 0.28
20728, 0.29
20729, 0.26
20730, 0.29
20731, 0.22
20732, 0.21
20733, 0.29
20734, 0.08
20735, 0.16
20736, 0.59
20737, 0.32
20738, 0.38
20739, 0.25
20740, 0.21
20741, 0.45
20742, 0.26
20743, 0.39
20744, 0.59
20745, 0.49
20746, 0.80
20747, 0.25
20748, 0.27
20749, 0.61
20750, 0.21
20751, 0.28
20752, 0.31
20753, 0.34
20754, 0.26
20755, 0.21
20756, 0.26
20757, 0.21
20758, 0.27
20759, 0.57
20760, 0.38
20761, 0.22
20762, 0.21
20763, 0.42
20764, 0.25
20765, 0.35
20766, 0.34
20767, 0.49
20768, 0.21
20769, 0.49
20770, 0.47
20771, 0.59
20772, 0.25
20773, 0.38
20774, 0.31
20775, 0.60
20776, 0.33
20777, 0.29
20778, 0.20
20779, 0.22
20780, 0.36
20781, 0.26
20782, 0.29
20783, 0.21
20784, 0.47
20785, 0.35
20786, 0.49
20787, 0.55
20788, 0.29
20789, 0.31
20790, 0.38
20791, 0.32
20792, 0.38
20793, 0.27
20794, 0.80
20795, 0.27
20796, 0.21
20797, 0.21
20798, 0.23
20799, 0.16
20800, 0.36
20801, 0.31
20802, 0.51
20803, 0.27
20804, 0.80
20805, 0.29
20806, 0.20
20807, 0.38
20808, 0.16
20809, 0.49
20810, 0.22
20811, 0.26
20812, 0.29
20813, 0.29
20814, 0.38
20815, 0.26
20816, 0.12
20817, 0.26
20818, 0.71
20819, 0.80
20820, 0.33
20821, 0.29
20822, 0.31
20823, 0.29
20824, 0.31
20825, 0.38
20826, 0.29
20827, 0.51
20828, 0.21
20829, 0.26
20830, 0.29
20831, 0.16
20832, 0.50
20833, 0.29
20834, 0.31
20835, 0.71
20836, 0.38
20837, 0.21
20838, 0.29
20839, 0.27
20840, 0.38
20841, 0.40
20842, 0.26
20843, 0.31
20844, 0.57
20845, 0.26
20846, 0.26
20847, 0.49
20848, 0.22
20849, 0.51
20850, 0.25
20851, 0.29
20852, 0.72
20853, 0.29
20854, 0.59
20855, 0.80
20856, 0.21
20857, 0.39
20858, 0.31
20859, 0.31
20860, 0.22
20861, 0.49
20862, 0.29
20863, 0.40
20864, 0.41
20865, 0.38
20866, 0.21
20867, 0.50
20868, 0.39
20869, 0.43
20870, 0.58
20871, 0.12
20872, 0.38
20873, 0.53
20874, 0.38
20875, 0.59
20876, 0.27
20877, 0.31
20878, 0.16
20879, 0.31
20880, 0.49
20881, 0.29
20882, 0.53
20883, 0.21
20884, 0.59
20885, 0.29
20886, 0.16
20887, 0.26
20888, 0.29
20889, 0.21
20890, 0.38
20891, 0.38
20892, 0.43
20893, 0.33
20894, 0.16
20895, 0.80
20896, 0.58
20897, 0.22
20898, 0.75
20899, 0.31
20900, 0.21
20901, 0.26
20902, 0.80
20903, 0.21
20904, 0.22
20905, 0.62
20906, 0.71
20907, 0.16
20908, 0.29
20909, 0.66
20910, 0.25
20911, 0.27
20912, 0.26
20913, 0.25
20914, 0.38
20915, 0.26
20916, 0.22
20917, 0.25
20918, 0.16
20919, 0.26
20920, 0.22
20921, 0.49
20922, 0.26
20923, 0.29
20924, 0.16
20925, 0.42
20926, 0.32
20927, 0.16
20928, 0.29
20929, 0.50
20930, 0.25
20931, 0.45
20932, 0.29
20933, 0.61
20934, 0.35
20935, 0.31
20936, 0.29
20937, 0.29
20938, 0.16
20939, 0.45
20940, 0.21
20941, 0.59
20942, 0.22
20943, 0.71
20944, 0.34
20945, 0.34
20946, 0.29
20947, 0.16
20948, 0.49
20949, 0.36
20950, 0.29
20951, 0.21
20952, 0.09
20953, 0.66
20954, 0.26
20955, 0.25
20956, 0.38
20957, 0.42
20958, 0.26
20959, 0.26
20960, 0.60
20961, 0.29
20962, 0.59
20963, 0.27
20964, 0.58
20965, 0.25
20966, 0.29
20967, 0.22
20968, 0.41
20969, 0.76
20970, 0.76
20971, 0.75
20972, 0.38
20973, 0.25
20974, 0.29
20975, 0.72
20976, 0.45
20977, 0.29
20978, 0.25
20979, 0.31
20980, 0.49
20981, 0.59
20982, 0.40
20983, 0.47
20984, 0.16
20985, 0.22
20986, 0.32
20987, 0.35
20988, 0.25
20989, 0.33
20990, 0.39
20991, 0.32
20992, 0.38
20993, 0.45
20994, 0.26
20995, 0.26
20996, 0.21
20997, 0.25
20998, 0.40
20999, 0.38
21000, 0.71
21001, 0.16
21002, 0.27
21003, 0.35
21004, 0.31
21005, 0.22
21006, 0.59
21007, 0.09
21008, 0.25
21009, 0.21
21010, 0.25
21011, 0.38
21012, 0.27
21013, 0.59
21014, 0.38
21015, 0.29
21016, 0.36
21017, 0.71
21018, 0.22
21019, 0.07
21020, 0.45
21021, 0.32
21022, 0.16
21023, 0.38
21024, 0.21
21025, 0.38
21026, 0.26
21027, 0.16
21028, 0.27
21029, 0.29
21030, 0.21
21031, 0.21
21032, 0.22
21033, 0.26
21034, 0.22
21035, 0.59
21036, 0.20
21037, 0.36
21038, 0.29
21039, 0.34
21040, 0.45
21041, 0.26
21042, 0.31
21043, 0.38
21044, 0.21
21045, 0.66
21046, 0.35
21047, 0.16
21048, 0.43
21049, 0.22
21050, 0.36
21051, 0.22
21052, 0.45
21053, 0.33
21054, 0.29
21055, 0.26
21056, 0.71
21057, 0.38
21058, 0.21
21059, 0.16
21060, 0.31
21061, 0.38
21062, 0.75
21063, 0.29
21064, 0.38
21065, 0.38
21066, 0.21
21067, 0.71
21068, 0.33
21069, 0.16
21070, 0.29
21071, 0.40
21072, 0.41
21073, 0.39
21074, 0.25
21075, 0.25
21076, 0.22
21077, 0.54
21078, 0.39
21079, 0.38
21080, 0.38
21081, 0.32
21082, 0.23
21083, 0.57
21084, 0.80
21085, 0.16
21086, 0.29
21087, 0.22
21088, 0.29
21089, 0.25
21090, 0.22
21091, 0.26
21092, 0.16
21093, 0.35
21094, 0.47
21095, 0.29
21096, 0.25
21097, 0.34
21098, 0.34
21099, 0.51
21100, 0.49
21101, 0.31
21102, 0.33
21103, 0.16
21104, 0.60
21105, 0.38
21106, 0.39
21107, 0.08
21108, 0.16
21109, 0.31
21110, 0.21
21111, 0.22
21112, 0.21
21113, 0.22
21114, 0.21
21115, 0.49
21116, 0.45
21117, 0.62
21118, 0.39
21119, 0.21
21120, 0.38
21121, 0.26
21122, 0.31
21123, 0.20
21124, 0.27
21125, 0.16
21126, 0.27
21127, 0.29
21128, 0.12
21129, 0.26
21130, 0.38
21131, 0.40
21132, 0.45
21133, 0.59
21134, 0.26
21135, 0.25
21136, 0.22
21137, 0.50
21138, 0.39
21139, 0.36
21140, 0.32
21141, 0.21
21142, 0.21
21143, 0.26
21144, 0.21
21145, 0.59
21146, 0.28
21147, 0.21
21148, 0.29
21149, 0.31
21150, 0.31
21151, 0.34
21152, 0.16
21153, 0.16
21154, 0.32
21155, 0.29
21156, 0.21
21157, 0.33
21158, 0.21
21159, 0.45
21160, 0.31
21161, 0.47
21162, 0.28
21163, 0.47
21164, 0.21
21165, 0.21
21166, 0.28
21167, 0.75
21168, 0.80
21169, 0.21
21170, 0.39
21171, 0.27
21172, 0.38
21173, 0.29
21174, 0.31
21175, 0.40
21176, 0.36
21177, 0.34
21178, 0.49
21179, 0.32
21180, 0.25
21181, 0.60
21182, 0.09
21183, 0.60
21184, 0.21
21185, 0.20
21186, 0.21
21187, 0.21
21188, 0.61
21189, 0.66
21190, 0.12
21191, 0.40
21192, 0.45
21193, 0.36
21194, 0.22
21195, 0.29
21196, 0.16
21197, 0.21
21198, 0.29
21199, 0.66
21200, 0.32
21201, 0.31
21202, 0.22
21203, 0.31
21204, 0.59
21205, 0.38
21206, 0.21
21207, 0.22
21208, 0.39
21209, 0.59
21210, 0.16
21211, 0.38
21212, 0.39
21213, 0.16
21214, 0.49
21215, 0.25
21216, 0.21
21217, 0.21
21218, 0.21
21219, 0.21
21220, 0.21
21221, 0.45
21222, 0.22
21223, 0.26
21224, 0.34
21225, 0.27
21226, 0.38
21227, 0.43
21228, 0.49
21229, 0.55
21230, 0.29
21231, 0.28
21232, 0.26
21233, 0.31
21234, 0.25
21235, 0.29
21236, 0.21
21237, 0.38
21238, 0.29
21239, 0.16
21240, 0.66
21241, 0.58
21242, 0.21
21243, 0.39
21244, 0.40
21245, 0.57
21246, 0.57
21247, 0.38
21248, 0.25
21249, 0.27
21250, 0.49
21251, 0.34
21252, 0.27
21253, 0.59
21254, 0.29
21255, 0.16
21256, 0.20
21257, 0.49
21258, 0.39
21259, 0.21
21260, 0.39
21261, 0.31
21262, 0.32
21263, 0.38
21264, 0.22
21265, 0.22
21266, 0.32
21267, 0.38
21268, 0.33
21269, 0.27
21270, 0.20
21271, 0.29
21272, 0.31
21273, 0.71
21274, 0.38
21275, 0.47
21276, 0.29
21277, 0.21
21278, 0.33
21279, 0.31
21280, 0.21
21281, 0.49
21282, 0.49
21283, 0.38
21284, 0.16
21285, 0.16
21286, 0.26
21287, 0.28
21288, 0.45
21289, 0.29
21290, 0.32
21291, 0.29
21292, 0.36
21293, 0.59
21294, 0.31
21295, 0.26
21296, 0.26
21297, 0.23
21298, 0.40
21299, 0.21
21300, 0.22
21301, 0.26
21302, 0.38
21303, 0.26
21304, 0.21
21305, 0.21
21306, 0.38
21307, 0.22
21308, 0.16
21309, 0.28
21310, 0.35
21311, 0.39
21312, 0.29
21313, 0.09
21314, 0.21
21315, 0.16
21316, 0.38
21317, 0.38
21318, 0.25
21319, 0.26
21320, 0.31
21321, 0.25
21322, 0.29
21323, 0.26
21324, 0.21
21325, 0.16
21326, 0.32
21327, 0.32
21328, 0.57
21329, 0.21
21330, 0.58
21331, 0.77
21332, 0.21
21333, 0.09
21334, 0.29
21335, 0.59
21336, 0.26
21337, 0.66
21338, 0.21
21339, 0.38
21340, 0.25
21341, 0.47
21342, 0.21
21343, 0.16
21344, 0.21
21345, 0.26
21346, 0.59
21347, 0.38
21348, 0.60
21349, 0.57
21350, 0.27
21351, 0.34
21352, 0.34
21353, 0.34
21354, 0.16
21355, 0.16
21356, 0.29
21357, 0.33
21358, 0.59
21359, 0.16
21360, 0.72
21361, 0.26
21362, 0.59
21363, 0.22
21364, 0.71
21365, 0.21
21366, 0.16
21367, 0.49
21368, 0.26
21369, 0.29
21370, 0.62
21371, 0.54
21372, 0.34
21373, 0.59
21374, 0.50
21375, 0.31
21376, 0.27
21377, 0.25
21378, 0.59
21379, 0.26
21380, 0.16
21381, 0.21
21382, 0.22
21383, 0.16
21384, 0.27
21385, 0.64
21386, 0.36
21387, 0.38
21388, 0.26
21389, 0.59
21390, 0.34
21391, 0.59
21392, 0.21
21393, 0.16
21394, 0.45
21395, 0.26
21396, 0.17
21397, 0.32
21398, 0.41
21399, 0.71
21400, 0.32
21401, 0.21
21402, 0.33
21403, 0.02
21404, 0.71
21405, 0.38
21406, 0.21
21407, 0.26
21408, 0.34
21409, 0.22
21410, 0.16
21411, 0.38
21412, 0.20
21413, 0.27
21414, 0.21
21415, 0.39
21416, 0.26
21417, 0.16
21418, 0.31
21419, 0.45
21420, 0.28
21421, 0.21
21422, 0.25
21423, 0.26
21424, 0.29
21425, 0.29
21426, 0.25
21427, 0.62
21428, 0.62
21429, 0.40
21430, 0.47
21431, 0.59
21432, 0.29
21433, 0.21
21434, 0.21
21435, 0.33
21436, 0.29
21437, 0.71
21438, 0.45
21439, 0.80
21440, 0.21
21441, 0.60
21442, 0.60
21443, 0.09
21444, 0.26
21445, 0.31
21446, 0.27
21447, 0.36
21448, 0.38
21449, 0.26
21450, 0.26
21451, 0.51
21452, 0.39
21453, 0.22
21454, 0.21
21455, 0.16
21456, 0.59
21457, 0.40
21458, 0.09
21459, 0.21
21460, 0.39
21461, 0.40
21462, 0.29
21463, 0.33
21464, 0.58
21465, 0.28
21466, 0.38
21467, 0.39
21468, 0.22
21469, 0.32
21470, 0.45
21471, 0.16
21472, 0.80
21473, 0.38
21474, 0.29
21475, 0.45
21476, 0.26
21477, 0.44
21478, 0.21
21479, 0.45
21480, 0.26
21481, 0.31
21482, 0.28
21483, 0.43
21484, 0.33
21485, 0.22
21486, 0.22
21487, 0.38
21488, 0.29
21489, 0.49
21490, 0.16
21491, 0.08
21492, 0.39
21493, 0.59
21494, 0.38
21495, 0.39
21496, 0.58
21497, 0.23
21498, 0.47
21499, 0.16
21500, 0.25
21501, 0.26
21502, 0.31
21503, 0.41
21504, 0.31
21505, 0.21
21506, 0.32
21507, 0.38
21508, 0.28
21509, 0.28
21510, 0.31
21511, 0.29
21512, 0.58
21513, 0.22
21514, 0.16
21515, 0.21
21516, 0.38
21517, 0.25
